,Insulation Thickness,ACH,SHADErad,SHADEtemp,Electricity:Facility,DistrictHeating:Facility,DistrictCooling:Facility,violation,pareto-optimal
0,0.2873453902703011,1.8439822395779455,157.5735379400527,22.668678470820346,56969849739.96451,115819836379.10667,6893183281.075801,0,True
1,0.20498417589933815,0.8776012865073817,300.9195131660522,22.963619006112907,56479479166.71451,110864606212.84387,8463506982.175066,0,False
2,0.2797438929396186,0.5408906408036541,97.21750644479792,22.40031969123541,57244856912.80201,104852173661.38385,9503545768.794157,0,True
3,0.03755297476958736,0.5591400907064517,211.78655197894705,26.002266222101525,55260540281.95201,144126994932.9664,8618020728.316887,0,False
4,0.034918061014952255,3.7765851298390625,110.12213075855593,25.85733238236634,55330160683.52701,173447343106.8696,5473924422.555696,0,False
5,0.2973715089415629,5.191087277773254,271.8432463168581,22.897434453522923,56615740487.12701,137881616984.25705,5033408044.886299,0,True
6,0.16357319323762742,6.089116090161527,269.8909284127689,23.337818040187997,56304389714.98951,148572521113.75378,4855656428.386377,0,False
7,0.3113756075521499,4.408199290847432,159.6438400911141,24.966940077108177,55625126817.62701,133506375157.8129,5390943682.372142,0,True
8,0.033755619163812686,4.145272039259101,264.6218419139225,25.313465336508123,55530910680.43951,177072704279.99512,5340159308.393229,0,False
9,0.3383242934368079,2.538322160932581,179.87166042372883,24.714056871038473,55713524508.36451,120277850765.6448,6339569804.912609,0,True
10,0.1966916864838268,0.7558447095856713,214.54945122422612,23.761557653005184,56138189754.28951,110308537492.68884,8868128272.215485,0,False
11,0.14477630590200644,1.26703955930606,209.5154375674104,24.592711707098477,55743344777.3895,118811463186.55565,7713675180.632797,0,False
12,0.272864736404021,4.315836656128352,102.57934093655857,24.222070771105052,55842582842.46451,134183662529.01892,5372715942.478466,0,True
13,0.13531005666812068,1.9754792822694656,93.8209729111597,23.172109971976834,56533579838.23951,126071414548.6631,6675526186.703125,0,False
