,Insulation Thickness,ACH,SHADErad,SHADEtemp,Electricity:Facility,DistrictHeating:Facility,DistrictCooling:Facility,output_dir
0,0.29,0.09,124,26.6,54985514417.0145,100848113458.64206,11948212120.700588,/home/ictbd/shared/Labs/Models/Exam/Ste/Codes/Besos/outputdir/BESOS_Output/UAFHQVLGR70SC65SLZDM
